gloss,count,files_names
SIT,31,SIT 1.npy;SIT 10.npy;SIT 11.npy;SIT 12.npy;SIT 13.npy;SIT 14.npy;SIT 15.npy;SIT 16.npy;SIT 17.npy;SIT 18.npy;SIT 19.npy;SIT 2.npy;SIT 20.npy;SIT 21.npy;SIT 22.npy;SIT 23.npy;SIT 24.npy;SIT 25.npy;SIT 26.npy;SIT 27.npy;SIT 28.npy;SIT 29.npy;SIT 3.npy;SIT 30.npy;SIT 31.npy;SIT 4.npy;SIT 5.npy;SIT 6.npy;SIT 7.npy;SIT 8.npy;SIT 9.npy
STAND,60,STAND 1.npy;STAND 10.npy;STAND 11.npy;STAND 12.npy;STAND 13.npy;STAND 14.npy;STAND 15.npy;STAND 16.npy;STAND 17.npy;STAND 18.npy;STAND 19.npy;STAND 2.npy;STAND 20.npy;STAND 21.npy;STAND 22.npy;STAND 23.npy;STAND 24.npy;STAND 25.npy;STAND 26.npy;STAND 27.npy;STAND 28.npy;STAND 29.npy;STAND 3.npy;STAND 30.npy;STAND 31.npy;STAND 32.npy;STAND 33.npy;STAND 34.npy;STAND 35.npy;STAND 36.npy;STAND 37.npy;STAND 38.npy;STAND 39.npy;STAND 4.npy;STAND 40.npy;STAND 41.npy;STAND 42.npy;STAND 43.npy;STAND 44.npy;STAND 45.npy;STAND 46.npy;STAND 47.npy;STAND 48.npy;STAND 49.npy;STAND 5.npy;STAND 50.npy;STAND 51.npy;STAND 52.npy;STAND 53.npy;STAND 54.npy;STAND 55.npy;STAND 56.npy;STAND 57.npy;STAND 58.npy;STAND 59.npy;STAND 6.npy;STAND 60.npy;STAND 7.npy;STAND 8.npy;STAND 9.npy
WALK,62,WALK 1.npy;WALK 10.npy;WALK 11.npy;WALK 12.npy;WALK 13.npy;WALK 14.npy;WALK 15.npy;WALK 16.npy;WALK 17.npy;WALK 18.npy;WALK 19.npy;WALK 2.npy;WALK 20.npy;WALK 21.npy;WALK 22.npy;WALK 23.npy;WALK 24.npy;WALK 25.npy;WALK 26.npy;WALK 27.npy;WALK 28.npy;WALK 29.npy;WALK 3.npy;WALK 30.npy;WALK 31.npy;WALK 32.npy;WALK 33.npy;WALK 34.npy;WALK 35.npy;WALK 36.npy;WALK 37.npy;WALK 38.npy;WALK 39.npy;WALK 4.npy;WALK 40.npy;WALK 41.npy;WALK 42.npy;WALK 43.npy;WALK 44.npy;WALK 45.npy;WALK 46.npy;WALK 47.npy;WALK 48.npy;WALK 49.npy;WALK 5.npy;WALK 50.npy;WALK 51.npy;WALK 52.npy;WALK 53.npy;WALK 54.npy;WALK 55.npy;WALK 56.npy;WALK 57.npy;WALK 58.npy;WALK 59.npy;WALK 6.npy;WALK 60.npy;WALK 61.npy;WALK 62.npy;WALK 7.npy;WALK 8.npy;WALK 9.npy
RUN,61,RUN 1.npy;RUN 10.npy;RUN 11.npy;RUN 12.npy;RUN 13.npy;RUN 14.npy;RUN 15.npy;RUN 16.npy;RUN 17.npy;RUN 18.npy;RUN 19.npy;RUN 2.npy;RUN 20.npy;RUN 21.npy;RUN 22.npy;RUN 23.npy;RUN 24.npy;RUN 25.npy;RUN 26.npy;RUN 27.npy;RUN 28.npy;RUN 29.npy;RUN 3.npy;RUN 30.npy;RUN 31.npy;RUN 32.npy;RUN 33.npy;RUN 34.npy;RUN 35.npy;RUN 36.npy;RUN 37.npy;RUN 38.npy;RUN 39.npy;RUN 4.npy;RUN 40.npy;RUN 41.npy;RUN 42.npy;RUN 43.npy;RUN 44.npy;RUN 45.npy;RUN 46.npy;RUN 47.npy;RUN 48.npy;RUN 49.npy;RUN 5.npy;RUN 50.npy;RUN 51.npy;RUN 52.npy;RUN 53.npy;RUN 54.npy;RUN 55.npy;RUN 56.npy;RUN 57.npy;RUN 58.npy;RUN 59.npy;RUN 6.npy;RUN 60.npy;RUN 61.npy;RUN 7.npy;RUN 8.npy;RUN 9.npy
HAVE,30,HAVE 1.npy;HAVE 10.npy;HAVE 11.npy;HAVE 12.npy;HAVE 13.npy;HAVE 14.npy;HAVE 15.npy;HAVE 16.npy;HAVE 17.npy;HAVE 18.npy;HAVE 19.npy;HAVE 2.npy;HAVE 20.npy;HAVE 21.npy;HAVE 22.npy;HAVE 23.npy;HAVE 24.npy;HAVE 25.npy;HAVE 26.npy;HAVE 27.npy;HAVE 28.npy;HAVE 29.npy;HAVE 3.npy;HAVE 30.npy;HAVE 4.npy;HAVE 5.npy;HAVE 6.npy;HAVE 7.npy;HAVE 8.npy;HAVE 9.npy
NONE,31,NONE 1.npy;NONE 10.npy;NONE 11.npy;NONE 12.npy;NONE 13.npy;NONE 14.npy;NONE 15.npy;NONE 16.npy;NONE 17.npy;NONE 18.npy;NONE 19.npy;NONE 2.npy;NONE 20.npy;NONE 21.npy;NONE 22.npy;NONE 23.npy;NONE 24.npy;NONE 25.npy;NONE 26.npy;NONE 27.npy;NONE 28.npy;NONE 29.npy;NONE 3.npy;NONE 30.npy;NONE 31.npy;NONE 4.npy;NONE 5.npy;NONE 6.npy;NONE 7.npy;NONE 8.npy;NONE 9.npy
TAKE,30,TAKE 1.npy;TAKE 10.npy;TAKE 11.npy;TAKE 12.npy;TAKE 13.npy;TAKE 14.npy;TAKE 15.npy;TAKE 16.npy;TAKE 17.npy;TAKE 18.npy;TAKE 19.npy;TAKE 2.npy;TAKE 20.npy;TAKE 21.npy;TAKE 22.npy;TAKE 23.npy;TAKE 24.npy;TAKE 25.npy;TAKE 26.npy;TAKE 27.npy;TAKE 28.npy;TAKE 29.npy;TAKE 3.npy;TAKE 30.npy;TAKE 4.npy;TAKE 5.npy;TAKE 6.npy;TAKE 7.npy;TAKE 8.npy;TAKE 9.npy
GIVE,30,GIVE 1.npy;GIVE 10.npy;GIVE 11.npy;GIVE 12.npy;GIVE 13.npy;GIVE 14.npy;GIVE 15.npy;GIVE 16.npy;GIVE 17.npy;GIVE 18.npy;GIVE 19.npy;GIVE 2.npy;GIVE 20.npy;GIVE 21.npy;GIVE 22.npy;GIVE 23.npy;GIVE 24.npy;GIVE 25.npy;GIVE 26.npy;GIVE 27.npy;GIVE 28.npy;GIVE 29.npy;GIVE 3.npy;GIVE 30.npy;GIVE 4.npy;GIVE 5.npy;GIVE 6.npy;GIVE 7.npy;GIVE 8.npy;GIVE 9.npy
SEE,31,SEE 1.npy;SEE 10.npy;SEE 11.npy;SEE 12.npy;SEE 13.npy;SEE 14.npy;SEE 15.npy;SEE 16.npy;SEE 17.npy;SEE 18.npy;SEE 19.npy;SEE 2.npy;SEE 20.npy;SEE 21.npy;SEE 22.npy;SEE 23.npy;SEE 24.npy;SEE 25.npy;SEE 26.npy;SEE 27.npy;SEE 28.npy;SEE 29.npy;SEE 3.npy;SEE 30.npy;SEE 31.npy;SEE 4.npy;SEE 5.npy;SEE 6.npy;SEE 7.npy;SEE 8.npy;SEE 9.npy
LISTEN,30,LISTEN 1.npy;LISTEN 10.npy;LISTEN 11.npy;LISTEN 12.npy;LISTEN 13.npy;LISTEN 14.npy;LISTEN 15.npy;LISTEN 16.npy;LISTEN 17.npy;LISTEN 18.npy;LISTEN 19.npy;LISTEN 2.npy;LISTEN 20.npy;LISTEN 21.npy;LISTEN 22.npy;LISTEN 23.npy;LISTEN 24.npy;LISTEN 25.npy;LISTEN 26.npy;LISTEN 27.npy;LISTEN 28.npy;LISTEN 29.npy;LISTEN 3.npy;LISTEN 30.npy;LISTEN 4.npy;LISTEN 5.npy;LISTEN 6.npy;LISTEN 7.npy;LISTEN 8.npy;LISTEN 9.npy
HEAR,60,HEAR 1.npy;HEAR 10.npy;HEAR 11.npy;HEAR 12.npy;HEAR 13.npy;HEAR 14.npy;HEAR 15.npy;HEAR 16.npy;HEAR 17.npy;HEAR 18.npy;HEAR 19.npy;HEAR 2.npy;HEAR 20.npy;HEAR 21.npy;HEAR 22.npy;HEAR 23.npy;HEAR 24.npy;HEAR 25.npy;HEAR 26.npy;HEAR 27.npy;HEAR 28.npy;HEAR 29.npy;HEAR 3.npy;HEAR 30.npy;HEAR 31.npy;HEAR 32.npy;HEAR 33.npy;HEAR 34.npy;HEAR 35.npy;HEAR 36.npy;HEAR 37.npy;HEAR 38.npy;HEAR 39.npy;HEAR 4.npy;HEAR 40.npy;HEAR 41.npy;HEAR 42.npy;HEAR 43.npy;HEAR 44.npy;HEAR 45.npy;HEAR 46.npy;HEAR 47.npy;HEAR 48.npy;HEAR 49.npy;HEAR 5.npy;HEAR 50.npy;HEAR 51.npy;HEAR 52.npy;HEAR 53.npy;HEAR 54.npy;HEAR 55.npy;HEAR 56.npy;HEAR 57.npy;HEAR 58.npy;HEAR 59.npy;HEAR 6.npy;HEAR 60.npy;HEAR 7.npy;HEAR 8.npy;HEAR 9.npy
SAD,30,SAD 1.npy;SAD 10.npy;SAD 11.npy;SAD 12.npy;SAD 13.npy;SAD 14.npy;SAD 15.npy;SAD 16.npy;SAD 17.npy;SAD 18.npy;SAD 19.npy;SAD 2.npy;SAD 20.npy;SAD 21.npy;SAD 22.npy;SAD 23.npy;SAD 24.npy;SAD 25.npy;SAD 26.npy;SAD 27.npy;SAD 28.npy;SAD 29.npy;SAD 3.npy;SAD 30.npy;SAD 4.npy;SAD 5.npy;SAD 6.npy;SAD 7.npy;SAD 8.npy;SAD 9.npy
EXCITED,30,EXCITED 1.npy;EXCITED 10.npy;EXCITED 11.npy;EXCITED 12.npy;EXCITED 13.npy;EXCITED 14.npy;EXCITED 15.npy;EXCITED 16.npy;EXCITED 17.npy;EXCITED 18.npy;EXCITED 19.npy;EXCITED 2.npy;EXCITED 20.npy;EXCITED 21.npy;EXCITED 22.npy;EXCITED 23.npy;EXCITED 24.npy;EXCITED 25.npy;EXCITED 26.npy;EXCITED 27.npy;EXCITED 28.npy;EXCITED 29.npy;EXCITED 3.npy;EXCITED 30.npy;EXCITED 4.npy;EXCITED 5.npy;EXCITED 6.npy;EXCITED 7.npy;EXCITED 8.npy;EXCITED 9.npy
BRAVE,32,BRAVE 1.npy;BRAVE 10.npy;BRAVE 11.npy;BRAVE 12.npy;BRAVE 13.npy;BRAVE 14.npy;BRAVE 15.npy;BRAVE 16.npy;BRAVE 17.npy;BRAVE 18.npy;BRAVE 19.npy;BRAVE 2.npy;BRAVE 20.npy;BRAVE 21.npy;BRAVE 22.npy;BRAVE 23.npy;BRAVE 24.npy;BRAVE 25.npy;BRAVE 26.npy;BRAVE 27.npy;BRAVE 28.npy;BRAVE 29.npy;BRAVE 3.npy;BRAVE 30.npy;BRAVE 31.npy;BRAVE 32.npy;BRAVE 4.npy;BRAVE 5.npy;BRAVE 6.npy;BRAVE 7.npy;BRAVE 8.npy;BRAVE 9.npy
SCARED,32,SCARED 1.npy;SCARED 10.npy;SCARED 11.npy;SCARED 12.npy;SCARED 13.npy;SCARED 14.npy;SCARED 15.npy;SCARED 16.npy;SCARED 17.npy;SCARED 18.npy;SCARED 19.npy;SCARED 2.npy;SCARED 20.npy;SCARED 21.npy;SCARED 22.npy;SCARED 23.npy;SCARED 24.npy;SCARED 25.npy;SCARED 26.npy;SCARED 27.npy;SCARED 28.npy;SCARED 29.npy;SCARED 3.npy;SCARED 30.npy;SCARED 31.npy;SCARED 32.npy;SCARED 4.npy;SCARED 5.npy;SCARED 6.npy;SCARED 7.npy;SCARED 8.npy;SCARED 9.npy
BORED,61,BORED 1.npy;BORED 10.npy;BORED 11.npy;BORED 12.npy;BORED 13.npy;BORED 14.npy;BORED 15.npy;BORED 16.npy;BORED 17.npy;BORED 18.npy;BORED 19.npy;BORED 2.npy;BORED 20.npy;BORED 21.npy;BORED 22.npy;BORED 23.npy;BORED 24.npy;BORED 25.npy;BORED 26.npy;BORED 27.npy;BORED 28.npy;BORED 29.npy;BORED 3.npy;BORED 30.npy;BORED 31.npy;BORED 32.npy;BORED 33.npy;BORED 34.npy;BORED 35.npy;BORED 36.npy;BORED 37.npy;BORED 38.npy;BORED 39.npy;BORED 4.npy;BORED 40.npy;BORED 41.npy;BORED 42.npy;BORED 43.npy;BORED 44.npy;BORED 45.npy;BORED 46.npy;BORED 47.npy;BORED 48.npy;BORED 49.npy;BORED 5.npy;BORED 50.npy;BORED 51.npy;BORED 52.npy;BORED 53.npy;BORED 54.npy;BORED 55.npy;BORED 56.npy;BORED 57.npy;BORED 58.npy;BORED 59.npy;BORED 6.npy;BORED 60.npy;BORED 61.npy;BORED 7.npy;BORED 8.npy;BORED 9.npy
THIRSTY,29,THIRSTY 1.npy;THIRSTY 10.npy;THIRSTY 11.npy;THIRSTY 12.npy;THIRSTY 13.npy;THIRSTY 14.npy;THIRSTY 15.npy;THIRSTY 16.npy;THIRSTY 17.npy;THIRSTY 18.npy;THIRSTY 19.npy;THIRSTY 2.npy;THIRSTY 20.npy;THIRSTY 21.npy;THIRSTY 22.npy;THIRSTY 23.npy;THIRSTY 24.npy;THIRSTY 25.npy;THIRSTY 26.npy;THIRSTY 27.npy;THIRSTY 28.npy;THIRSTY 29.npy;THIRSTY 3.npy;THIRSTY 4.npy;THIRSTY 5.npy;THIRSTY 6.npy;THIRSTY 7.npy;THIRSTY 8.npy;THIRSTY 9.npy
HOT,31,HOT 1.npy;HOT 10.npy;HOT 11.npy;HOT 12.npy;HOT 13.npy;HOT 14.npy;HOT 15.npy;HOT 16.npy;HOT 17.npy;HOT 18.npy;HOT 19.npy;HOT 2.npy;HOT 20.npy;HOT 21.npy;HOT 22.npy;HOT 23.npy;HOT 24.npy;HOT 25.npy;HOT 26.npy;HOT 27.npy;HOT 28.npy;HOT 29.npy;HOT 3.npy;HOT 30.npy;HOT 31.npy;HOT 4.npy;HOT 5.npy;HOT 6.npy;HOT 7.npy;HOT 8.npy;HOT 9.npy
COLD,31,COLD 1.npy;COLD 10.npy;COLD 11.npy;COLD 12.npy;COLD 13.npy;COLD 14.npy;COLD 15.npy;COLD 16.npy;COLD 17.npy;COLD 18.npy;COLD 19.npy;COLD 2.npy;COLD 20.npy;COLD 21.npy;COLD 22.npy;COLD 23.npy;COLD 24.npy;COLD 25.npy;COLD 26.npy;COLD 27.npy;COLD 28.npy;COLD 29.npy;COLD 3.npy;COLD 30.npy;COLD 31.npy;COLD 4.npy;COLD 5.npy;COLD 6.npy;COLD 7.npy;COLD 8.npy;COLD 9.npy
FUNNY,30,FUNNY 1.npy;FUNNY 10.npy;FUNNY 11.npy;FUNNY 12.npy;FUNNY 13.npy;FUNNY 14.npy;FUNNY 15.npy;FUNNY 16.npy;FUNNY 17.npy;FUNNY 18.npy;FUNNY 19.npy;FUNNY 2.npy;FUNNY 20.npy;FUNNY 21.npy;FUNNY 22.npy;FUNNY 23.npy;FUNNY 24.npy;FUNNY 25.npy;FUNNY 26.npy;FUNNY 27.npy;FUNNY 28.npy;FUNNY 29.npy;FUNNY 3.npy;FUNNY 30.npy;FUNNY 4.npy;FUNNY 5.npy;FUNNY 6.npy;FUNNY 7.npy;FUNNY 8.npy;FUNNY 9.npy
SERIOUS,30,SERIOUS 1.npy;SERIOUS 10.npy;SERIOUS 11.npy;SERIOUS 12.npy;SERIOUS 13.npy;SERIOUS 14.npy;SERIOUS 15.npy;SERIOUS 16.npy;SERIOUS 17.npy;SERIOUS 18.npy;SERIOUS 19.npy;SERIOUS 2.npy;SERIOUS 20.npy;SERIOUS 21.npy;SERIOUS 22.npy;SERIOUS 23.npy;SERIOUS 24.npy;SERIOUS 25.npy;SERIOUS 26.npy;SERIOUS 27.npy;SERIOUS 28.npy;SERIOUS 29.npy;SERIOUS 3.npy;SERIOUS 30.npy;SERIOUS 4.npy;SERIOUS 5.npy;SERIOUS 6.npy;SERIOUS 7.npy;SERIOUS 8.npy;SERIOUS 9.npy
SMART,31,SMART 1.npy;SMART 10.npy;SMART 11.npy;SMART 12.npy;SMART 13.npy;SMART 14.npy;SMART 15.npy;SMART 16.npy;SMART 17.npy;SMART 18.npy;SMART 19.npy;SMART 2.npy;SMART 20.npy;SMART 21.npy;SMART 22.npy;SMART 23.npy;SMART 24.npy;SMART 25.npy;SMART 26.npy;SMART 27.npy;SMART 28.npy;SMART 29.npy;SMART 3.npy;SMART 30.npy;SMART 31.npy;SMART 4.npy;SMART 5.npy;SMART 6.npy;SMART 7.npy;SMART 8.npy;SMART 9.npy
STUPID,61,STUPID 1.npy;STUPID 10.npy;STUPID 11.npy;STUPID 12.npy;STUPID 13.npy;STUPID 14.npy;STUPID 15.npy;STUPID 16.npy;STUPID 17.npy;STUPID 18.npy;STUPID 19.npy;STUPID 2.npy;STUPID 20.npy;STUPID 21.npy;STUPID 22.npy;STUPID 23.npy;STUPID 24.npy;STUPID 25.npy;STUPID 26.npy;STUPID 27.npy;STUPID 28.npy;STUPID 29.npy;STUPID 3.npy;STUPID 30.npy;STUPID 31.npy;STUPID 32.npy;STUPID 33.npy;STUPID 34.npy;STUPID 35.npy;STUPID 36.npy;STUPID 37.npy;STUPID 38.npy;STUPID 39.npy;STUPID 4.npy;STUPID 40.npy;STUPID 41.npy;STUPID 42.npy;STUPID 43.npy;STUPID 44.npy;STUPID 45.npy;STUPID 46.npy;STUPID 47.npy;STUPID 48.npy;STUPID 49.npy;STUPID 5.npy;STUPID 50.npy;STUPID 51.npy;STUPID 52.npy;STUPID 53.npy;STUPID 54.npy;STUPID 55.npy;STUPID 56.npy;STUPID 57.npy;STUPID 58.npy;STUPID 59.npy;STUPID 6.npy;STUPID 60.npy;STUPID 61.npy;STUPID 7.npy;STUPID 8.npy;STUPID 9.npy
CRAZY,29,CRAZY 1.npy;CRAZY 10.npy;CRAZY 11.npy;CRAZY 12.npy;CRAZY 13.npy;CRAZY 14.npy;CRAZY 15.npy;CRAZY 16.npy;CRAZY 17.npy;CRAZY 18.npy;CRAZY 19.npy;CRAZY 2.npy;CRAZY 20.npy;CRAZY 21.npy;CRAZY 22.npy;CRAZY 23.npy;CRAZY 24.npy;CRAZY 25.npy;CRAZY 26.npy;CRAZY 27.npy;CRAZY 28.npy;CRAZY 29.npy;CRAZY 3.npy;CRAZY 4.npy;CRAZY 5.npy;CRAZY 6.npy;CRAZY 7.npy;CRAZY 8.npy;CRAZY 9.npy
QUIET,31,QUIET 1.npy;QUIET 10.npy;QUIET 11.npy;QUIET 12.npy;QUIET 13.npy;QUIET 14.npy;QUIET 15.npy;QUIET 16.npy;QUIET 17.npy;QUIET 18.npy;QUIET 19.npy;QUIET 2.npy;QUIET 20.npy;QUIET 21.npy;QUIET 22.npy;QUIET 23.npy;QUIET 24.npy;QUIET 25.npy;QUIET 26.npy;QUIET 27.npy;QUIET 28.npy;QUIET 29.npy;QUIET 3.npy;QUIET 30.npy;QUIET 31.npy;QUIET 4.npy;QUIET 5.npy;QUIET 6.npy;QUIET 7.npy;QUIET 8.npy;QUIET 9.npy
LOUD,31,LOUD 1.npy;LOUD 10.npy;LOUD 11.npy;LOUD 12.npy;LOUD 13.npy;LOUD 14.npy;LOUD 15.npy;LOUD 16.npy;LOUD 17.npy;LOUD 18.npy;LOUD 19.npy;LOUD 2.npy;LOUD 20.npy;LOUD 21.npy;LOUD 22.npy;LOUD 23.npy;LOUD 24.npy;LOUD 25.npy;LOUD 26.npy;LOUD 27.npy;LOUD 28.npy;LOUD 29.npy;LOUD 3.npy;LOUD 30.npy;LOUD 31.npy;LOUD 4.npy;LOUD 5.npy;LOUD 6.npy;LOUD 7.npy;LOUD 8.npy;LOUD 9.npy
BIG,31,BIG 1.npy;BIG 10.npy;BIG 11.npy;BIG 12.npy;BIG 13.npy;BIG 14.npy;BIG 15.npy;BIG 16.npy;BIG 17.npy;BIG 18.npy;BIG 19.npy;BIG 2.npy;BIG 20.npy;BIG 21.npy;BIG 22.npy;BIG 23.npy;BIG 24.npy;BIG 25.npy;BIG 26.npy;BIG 27.npy;BIG 28.npy;BIG 29.npy;BIG 3.npy;BIG 30.npy;BIG 31.npy;BIG 4.npy;BIG 5.npy;BIG 6.npy;BIG 7.npy;BIG 8.npy;BIG 9.npy
SMALL,31,SMALL 1.npy;SMALL 10.npy;SMALL 11.npy;SMALL 12.npy;SMALL 13.npy;SMALL 14.npy;SMALL 15.npy;SMALL 16.npy;SMALL 17.npy;SMALL 18.npy;SMALL 19.npy;SMALL 2.npy;SMALL 20.npy;SMALL 21.npy;SMALL 22.npy;SMALL 23.npy;SMALL 24.npy;SMALL 25.npy;SMALL 26.npy;SMALL 27.npy;SMALL 28.npy;SMALL 29.npy;SMALL 3.npy;SMALL 30.npy;SMALL 31.npy;SMALL 4.npy;SMALL 5.npy;SMALL 6.npy;SMALL 7.npy;SMALL 8.npy;SMALL 9.npy
TALL,60,TALL 1.npy;TALL 10.npy;TALL 11.npy;TALL 12.npy;TALL 13.npy;TALL 14.npy;TALL 15.npy;TALL 16.npy;TALL 17.npy;TALL 18.npy;TALL 19.npy;TALL 2.npy;TALL 20.npy;TALL 21.npy;TALL 22.npy;TALL 23.npy;TALL 24.npy;TALL 25.npy;TALL 26.npy;TALL 27.npy;TALL 28.npy;TALL 29.npy;TALL 3.npy;TALL 30.npy;TALL 31.npy;TALL 32.npy;TALL 33.npy;TALL 34.npy;TALL 35.npy;TALL 36.npy;TALL 37.npy;TALL 38.npy;TALL 39.npy;TALL 4.npy;TALL 40.npy;TALL 41.npy;TALL 42.npy;TALL 43.npy;TALL 44.npy;TALL 45.npy;TALL 46.npy;TALL 47.npy;TALL 48.npy;TALL 49.npy;TALL 5.npy;TALL 50.npy;TALL 51.npy;TALL 52.npy;TALL 53.npy;TALL 54.npy;TALL 55.npy;TALL 56.npy;TALL 57.npy;TALL 58.npy;TALL 59.npy;TALL 6.npy;TALL 60.npy;TALL 7.npy;TALL 8.npy;TALL 9.npy
LONG,30,LONG 1.npy;LONG 10.npy;LONG 11.npy;LONG 12.npy;LONG 13.npy;LONG 14.npy;LONG 15.npy;LONG 16.npy;LONG 17.npy;LONG 18.npy;LONG 19.npy;LONG 2.npy;LONG 20.npy;LONG 21.npy;LONG 22.npy;LONG 23.npy;LONG 24.npy;LONG 25.npy;LONG 26.npy;LONG 27.npy;LONG 28.npy;LONG 29.npy;LONG 3.npy;LONG 30.npy;LONG 4.npy;LONG 5.npy;LONG 6.npy;LONG 7.npy;LONG 8.npy;LONG 9.npy
HEAVY,31,HEAVY 1.npy;HEAVY 10.npy;HEAVY 11.npy;HEAVY 12.npy;HEAVY 13.npy;HEAVY 14.npy;HEAVY 15.npy;HEAVY 16.npy;HEAVY 17.npy;HEAVY 18.npy;HEAVY 19.npy;HEAVY 2.npy;HEAVY 20.npy;HEAVY 21.npy;HEAVY 22.npy;HEAVY 23.npy;HEAVY 24.npy;HEAVY 25.npy;HEAVY 26.npy;HEAVY 27.npy;HEAVY 28.npy;HEAVY 29.npy;HEAVY 3.npy;HEAVY 30.npy;HEAVY 31.npy;HEAVY 4.npy;HEAVY 5.npy;HEAVY 6.npy;HEAVY 7.npy;HEAVY 8.npy;HEAVY 9.npy
LIGHT,31,LIGHT 1.npy;LIGHT 10.npy;LIGHT 11.npy;LIGHT 12.npy;LIGHT 13.npy;LIGHT 14.npy;LIGHT 15.npy;LIGHT 16.npy;LIGHT 17.npy;LIGHT 18.npy;LIGHT 19.npy;LIGHT 2.npy;LIGHT 20.npy;LIGHT 21.npy;LIGHT 22.npy;LIGHT 23.npy;LIGHT 24.npy;LIGHT 25.npy;LIGHT 26.npy;LIGHT 27.npy;LIGHT 28.npy;LIGHT 29.npy;LIGHT 3.npy;LIGHT 30.npy;LIGHT 31.npy;LIGHT 4.npy;LIGHT 5.npy;LIGHT 6.npy;LIGHT 7.npy;LIGHT 8.npy;LIGHT 9.npy
HARD,31,HARD 1.npy;HARD 10.npy;HARD 11.npy;HARD 12.npy;HARD 13.npy;HARD 14.npy;HARD 15.npy;HARD 16.npy;HARD 17.npy;HARD 18.npy;HARD 19.npy;HARD 2.npy;HARD 20.npy;HARD 21.npy;HARD 22.npy;HARD 23.npy;HARD 24.npy;HARD 25.npy;HARD 26.npy;HARD 27.npy;HARD 28.npy;HARD 29.npy;HARD 3.npy;HARD 30.npy;HARD 31.npy;HARD 4.npy;HARD 5.npy;HARD 6.npy;HARD 7.npy;HARD 8.npy;HARD 9.npy
EASY,31,EASY 1.npy;EASY 10.npy;EASY 11.npy;EASY 12.npy;EASY 13.npy;EASY 14.npy;EASY 15.npy;EASY 16.npy;EASY 17.npy;EASY 18.npy;EASY 19.npy;EASY 2.npy;EASY 20.npy;EASY 21.npy;EASY 22.npy;EASY 23.npy;EASY 24.npy;EASY 25.npy;EASY 26.npy;EASY 27.npy;EASY 28.npy;EASY 29.npy;EASY 3.npy;EASY 30.npy;EASY 31.npy;EASY 4.npy;EASY 5.npy;EASY 6.npy;EASY 7.npy;EASY 8.npy;EASY 9.npy
CLEAN,31,CLEAN 1.npy;CLEAN 10.npy;CLEAN 11.npy;CLEAN 12.npy;CLEAN 13.npy;CLEAN 14.npy;CLEAN 15.npy;CLEAN 16.npy;CLEAN 17.npy;CLEAN 18.npy;CLEAN 19.npy;CLEAN 2.npy;CLEAN 20.npy;CLEAN 21.npy;CLEAN 22.npy;CLEAN 23.npy;CLEAN 24.npy;CLEAN 25.npy;CLEAN 26.npy;CLEAN 27.npy;CLEAN 28.npy;CLEAN 29.npy;CLEAN 3.npy;CLEAN 30.npy;CLEAN 31.npy;CLEAN 4.npy;CLEAN 5.npy;CLEAN 6.npy;CLEAN 7.npy;CLEAN 8.npy;CLEAN 9.npy
DIRTY,30,DIRTY 1.npy;DIRTY 10.npy;DIRTY 11.npy;DIRTY 12.npy;DIRTY 13.npy;DIRTY 14.npy;DIRTY 15.npy;DIRTY 16.npy;DIRTY 17.npy;DIRTY 18.npy;DIRTY 19.npy;DIRTY 2.npy;DIRTY 20.npy;DIRTY 21.npy;DIRTY 22.npy;DIRTY 23.npy;DIRTY 24.npy;DIRTY 25.npy;DIRTY 26.npy;DIRTY 27.npy;DIRTY 28.npy;DIRTY 29.npy;DIRTY 3.npy;DIRTY 30.npy;DIRTY 4.npy;DIRTY 5.npy;DIRTY 6.npy;DIRTY 7.npy;DIRTY 8.npy;DIRTY 9.npy
OLD,30,OLD 1.npy;OLD 10.npy;OLD 11.npy;OLD 12.npy;OLD 13.npy;OLD 14.npy;OLD 15.npy;OLD 16.npy;OLD 17.npy;OLD 18.npy;OLD 19.npy;OLD 2.npy;OLD 20.npy;OLD 21.npy;OLD 22.npy;OLD 23.npy;OLD 24.npy;OLD 25.npy;OLD 26.npy;OLD 27.npy;OLD 28.npy;OLD 29.npy;OLD 3.npy;OLD 30.npy;OLD 4.npy;OLD 5.npy;OLD 6.npy;OLD 7.npy;OLD 8.npy;OLD 9.npy
UGLY,30,UGLY 1.npy;UGLY 10.npy;UGLY 11.npy;UGLY 12.npy;UGLY 13.npy;UGLY 14.npy;UGLY 15.npy;UGLY 16.npy;UGLY 17.npy;UGLY 18.npy;UGLY 19.npy;UGLY 2.npy;UGLY 20.npy;UGLY 21.npy;UGLY 22.npy;UGLY 23.npy;UGLY 24.npy;UGLY 25.npy;UGLY 26.npy;UGLY 27.npy;UGLY 28.npy;UGLY 29.npy;UGLY 3.npy;UGLY 30.npy;UGLY 4.npy;UGLY 5.npy;UGLY 6.npy;UGLY 7.npy;UGLY 8.npy;UGLY 9.npy
